case,TypeAcid,TotalDrivers,DeadPeople,Total_injuries,Unharmed,TypePlace,WeekDay,Month,HourNear,Motorcycle ,HeavyVehicle,LightVehicle,Vehicle,RoadType,Severity,DayOfYear,DayShift,Holidays,AccidentCause,AccidentClassification,DayPath ,WeatherCondition,Year,Latitude/Longitude
171,Collision with a car,2,0,1,1,Paved,Monday,3,5:00 PM,No,1,1,2,Paved,Yes,1,pm,No,Overspeed,with injured victims,dusk,clear,2021,
172,Collision with a fixed object,1,0,1,0,Paved,Tuesday,3,12:30 AM,No,0,1,1,Paved,Yes,2,am,No,Overspeed,with injured victims,night,clear,2021,
173,Collision with a fixed object,4,1,3,0,Paved,Wednesday,3,4:10 AM,No,0,1,1,Paved,Yes,3,am,No,Overspeed,with fatal victims,dawn,clear,2021,
174,Collision with a car,2,1,0,1,Paved,Wednesday,3,2:30 PM,No,1,1,2,Paved,Yes,3,pm,No,Overspeed,with fatal victims,midday,clear,2021,
175,Overturns,1,0,1,0,Paved,Wednesday,3,2:30 PM,No,1,0,1,Paved,Yes,3,pm,No,Overspeed,with injured victims,midday,clear,2021,
176,Overturns,1,1,0,0,Paved,Thursday,3,1:00 PM,No,1,0,1,Paved,Yes,4,pm,No,Lack of focus,with fatal victims,midday,clear,2021,
177,Collision with a car,4,2,1,1,Paved,Thursday,3,11:30 AM,No,1,1,2,Paved,Yes,4,am,No,Overspeed,with fatal victims,morning,clear,2021,
178,Collision with a car,4,1,2,1,Paved,Friday,3,1:00 AM,No,2,0,2,Paved,Yes,5,am,yes,Irregular overtaking,with fatal victims,night,clear,2021,
179,Collision with a car,3,1,1,1,Paved,Friday,3,4:15 PM,No,1,1,2,Paved,Yes,5,pm,yes,Overspeed,with fatal victims,dusk,clear,2021,
180,Overturns,1,0,1,0,Paved,Friday,3,3:45 PM,No,0,1,1,Paved,Yes,5,pm,yes,Overspeed,with injured victims,midday,clear,2021,
181,Collision with a car,5,1,2,2,Paved,Sunday,3,9:00 AM,No,1,3,4,Paved,Yes,7,am,No,Overspeed,with fatal victims,morning,clear,2021,
182,Overturns,1,0,1,1,Paved,Sunday,3,4:00 AM,No,0,1,1,Paved,Yes,7,am,No,Overspeed,with fatal victims,dawn,clear,2021,
183,Collision with a car,2,0,1,1,Paved,Sunday,3,5:40 PM,No,1,1,2,Paved,Yes,7,pm,No,Overspeed,with injured victims,dusk,clear,2021,
184,Collision with a fixed object,1,0,1,0,Paved,Monday,3,3:50 PM,No,0,1,1,Paved,Yes,8,pm,No,Overspeed,with injured victims,midday,clear,2021,
185,Pedestrian run over,2,0,1,0,Paved,Monday,3,11:00 AM,No,0,1,1,Paved,Yes,8,am,No,Overspeed,with injured victims,morning,clear,2021,
186,Collision with a fixed object,1,0,1,0,Paved,Monday,3,11:40 AM,No,0,1,1,Paved,Yes,8,am,No,Lack of focus,with injured victims,morning,clear,2021,
187,Overturns,1,0,1,0,Paved,Monday,3,2:15 AM,No,1,0,1,Paved,Yes,8,am,No,Overspeed,with injured victims,night,clear,2021,
188,Overturns,1,1,0,0,Paved,Tuesday,3,1:30 PM,No,0,1,1,Paved,Yes,9,pm,No,Overspeed,with fatal victims,midday,clear,2021,
189,Collision with a car,4,0,3,1,Paved,Tuesday,3,7:50 PM,No,1,1,2,Paved,Yes,9,pm,No,Lack of focus,with injured victims,night,clear,2021,
190,Collision with a fixed object,1,0,1,0,Paved,Tuesday,3,12:45 PM,No,0,1,1,Paved,Yes,9,pm,No,Overspeed,with injured victims,midday,clear,2021,
191,Overturns,1,0,1,0,Paved,Tuesday,3,11:40 PM,No,0,1,1,Paved,Yes,9,pm,No,Overspeed,with injured victims,midday,clear,2021,
192,Collision with a fixed object,2,0,1,1,Paved,Wednesday,3,9:00 AM,No,1,1,2,Paved,Yes,10,am,No,Lack of focus,with injured victims,morning,clear,2021,
193,Collision with a fixed object,5,0,5,0,Paved,Wednesday,3,10:50 AM,No,1,1,2,Paved,Yes,10,am,No,Lack of focus,with injured victims,morning,clear,2021,
194,Collision with a fixed object,1,0,1,0,Paved,Wednesday,3,10:50 PM,No,0,1,1,Paved,Yes,10,pm,No,Overspeed,with injured victims,night,clear,2021,
195,Overturns,2,0,1,1,Paved,Wednesday,3,11:30 AM,No,0,1,1,Paved,Yes,10,am,No,Lack of focus,with injured victims,morning,clear,2021,
196,Collision with a car,3,0,2,1,Paved,Thursday,3,8:00 AM,No,2,0,2,Paved,Yes,11,am,No,Irregular overtaking,with injured victims,morning,clear,2021,
197,Overturns,1,1,0,0,Paved,Thursday,3,10:20 AM,No,0,1,1,Paved,Yes,11,am,No,Lack of focus,with fatal victims,morning,clear,2021,
198,Collision with a car,2,1,0,1,Paved,Thursday,3,12:25 PM,No,1,1,2,Paved,Yes,11,pm,No,Overspeed,with fatal victims,midday,clear,2021,
199,Collision with a car,8,1,6,1,Paved,Friday,3,6:23 PM,No,0,2,2,Paved,Yes,12,pm,yes,Overspeed,with fatal victims,dusk,clear,2021,
200,Collision with a car,4,0,4,0,Paved,Friday,3,7:00 PM,No,2,0,2,Paved,Yes,12,pm,yes,Lack of focus,with injured victims,night,clear,2021,
201,Overturns,1,0,1,0,Paved,Saturday,3,9:40 PM,No,0,1,1,Paved,Yes,13,pm,yes,Lack of focus,with injured victims,night,clear,2021,
202,Pedestrian run over,2,0,1,1,Paved,Saturday,3,4:40 PM,No,1,0,1,Paved,Yes,13,pm,yes,Lack of focus,with injured victims,dusk,clear,2021,
203,Collision with a fixed object,1,0,1,0,Paved,Sunday,3,7:30 PM,No,0,1,1,Paved,Yes,14,pm,No,Overspeed,with injured victims,night,clear,2021,
204,Collision with a fixed object,1,0,1,0,Paved,Monday,3,1:55 PM,No,0,1,1,Paved,Yes,15,pm,No,Lack of focus,with injured victims,midday,clear,2021,
205,Pedestrian run over,2,0,1,1,Paved,Monday,3,5:30 PM,No,0,1,1,Paved,Yes,15,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
206,Collision with a fixed object,2,0,1,1,Paved,Monday,3,10:50 PM,No,0,1,1,Paved,Yes,15,pm,No,Lack of focus,with injured victims,night,clear,2021,
207,Pedestrian run over,2,0,1,1,Paved,Tuesday,3,3:30 PM,No,0,1,1,Paved,Yes,16,pm,No,Overspeed,with injured victims,midday,clear,2021,
208,Overturns,1,0,1,0,Paved,Tuesday,3,1:00 PM,No,1,0,1,Paved,Yes,16,pm,No,Lack of focus,with injured victims,midday,clear,2021,
209,Collision with a fixed object,1,0,1,0,Paved,Tuesday,3,4:30 PM,No,0,1,1,Paved,Yes,16,pm,No,Overspeed,with injured victims,dusk,clear,2021,
210,Pedestrian run over,2,0,1,1,Paved,Wednesday,3,6:04 PM,No,0,1,1,Paved,Yes,17,pm,No,Irregular overtaking,with injured victims,dusk,clear,2021,
211,Collision with a car,4,0,4,0,Paved,Wednesday,3,12:00 PM,No,0,1,1,Paved,Yes,17,pm,No,Overspeed,with injured victims,midday,clear,2021,
212,Collision with a car,4,1,3,0,Paved,Wednesday,3,2:45 PM,No,0,2,2,Paved,Yes,17,pm,No,Lack of focus,with fatal victims,midday,clear,2021,
213,Collision with a fixed object,3,0,3,0,Paved,Thursday,3,7:15 PM,No,0,1,1,Paved,Yes,18,pm,No,Overspeed,with injured victims,night,clear,2021,
214,Collision with a car,3,0,1,1,Paved,Thursday,3,3:00 PM,No,1,1,2,Paved,Yes,18,pm,No,Lack of focus,with injured victims,midday,clear,2021,
215,Collision with a car,4,0,3,2,Paved,Thursday,3,4:27 PM,No,1,1,2,Paved,Yes,18,pm,No,Overspeed,with injured victims,dusk,clear,2021,
216,Collision with a fixed object,1,1,0,0,Paved,Friday,3,3:15 AM,No,0,1,1,Paved,Yes,19,am,yes,Overspeed,with fatal victims,night,clear,2021,
217,Overturns,3,0,3,0,Paved,Friday,3,7:27 PM,No,0,1,1,Paved,Yes,19,pm,yes,Overspeed,with injured victims,night,clear,2021,
218,Collision with a car,5,0,4,1,Paved,Friday,3,7:40 PM,No,0,2,2,Paved,Yes,19,pm,yes,Lack of focus,with injured victims,night,clear,2021,
219,Pedestrian run over,2,0,1,1,Paved,Friday,3,2:30 PM,No,1,0,1,Paved,Yes,19,pm,yes,Lack of focus,with injured victims,midday,clear,2021,
220,Collision with a car,3,0,3,0,Paved,Saturday,3,6:00 PM,No,1,1,2,Paved,Yes,20,pm,yes,Overspeed,with injured victims,dusk,clear,2021,
221,Collision with a car,2,0,1,1,Paved,Saturday,3,6:30 AM,No,1,1,2,Paved,Yes,20,am,yes,Irregular overtaking,with injured victims,dawn,clear,2021,
222,Collision with a fixed object,1,1,0,0,Paved,Saturday,3,1:20 AM,No,0,1,1,Paved,Yes,20,am,yes,Overspeed,with fatal victims,night,clear,2021,
223,Collision with a car,2,1,1,0,Paved,Saturday,3,7:30 AM,No,1,1,2,Paved,Yes,20,am,yes,Lack of focus,with fatal victims,morning,clear,2021,
224,Run over animal,4,2,2,0,Paved,Saturday,3,8:15 PM,No,0,1,1,Paved,Yes,20,pm,yes,Overspeed,with fatal victims,night,clear,2021,
225,Collision with a fixed object,2,0,2,0,Paved,Sunday,3,3:50 AM,No,0,1,1,Paved,Yes,21,am,No,Overspeed,with injured victims,dusk,clear,2021,
226,Collision with a fixed object,1,1,0,0,Paved,Sunday,3,2:40 PM,No,0,1,1,Paved,Yes,21,pm,No,Lack of focus,with fatal victims,midday,clear,2021,
227,Collision with a car,7,2,1,4,Paved,Sunday,3,8:00 AM,No,1,2,3,Paved,Yes,21,am,No,Lack of focus,with fatal victims,morning,clear,2021,
228,Collision with a fixed object,5,0,5,0,Paved,Sunday,3,12:55 PM,No,0,1,1,Paved,Yes,21,pm,No,Lack of focus,with injured victims,midday,clear,2021,
229,Overturns,1,0,1,0,Paved,Sunday,3,2:00 PM,No,0,1,1,Paved,Yes,21,pm,No,Lack of focus,with injured victims,midday,clear,2021,
230,Collision with a fixed object,1,0,1,0,Paved,Monday,3,7:00 AM,No,0,1,1,Paved,Yes,22,am,No,Lack of focus,with injured victims,morning,clear,2021,
231,Collision with a car,2,0,2,0,Paved,Monday,3,12:00 PM,No,0,2,2,Paved,Yes,22,pm,No,Overspeed,with injured victims,midday,clear,2021,
232,Collision with a fixed object,2,0,2,0,Paved,Monday,3,2:44 AM,No,1,0,1,Paved,Yes,22,am,No,Overspeed,with injured victims,night,clear,2021,
233,Collision with a car,3,1,0,2,Paved,Monday,3,2:00 PM,No,0,2,2,Paved,Yes,22,pm,No,Lack of focus,with fatal victims,midday,clear,2021,
234,Collision with a car,4,0,4,0,Paved,Monday,3,7:30 PM,No,0,2,2,Paved,Yes,22,pm,No,Irregular overtaking,with injured victims,night,clear,2021,
235,Collision with a car,2,0,2,0,Paved,Tuesday,3,8:00 AM,No,1,1,2,Paved,Yes,23,am,No,Lack of focus,with injured victims,morning,clear,2021,
236,Collision with a car,2,0,1,0,Paved,Tuesday,3,2:00 AM,No,0,2,2,Paved,Yes,23,am,No,Lack of focus,with injured victims,night,clear,2021,
237,Pedestrian run over,2,0,1,0,Paved,Tuesday,3,10:30 AM,No,1,0,1,Paved,Yes,23,am,No,Lack of focus,with injured victims,morning,clear,2021,
238,Collision with a fixed object,1,1,0,0,Paved,Tuesday,3,5:00 PM,No,0,1,1,Paved,Yes,23,pm,No,Overspeed,with fatal victims,dusk,clear,2021,
239,Collision with a car,3,1,2,0,Paved,Tuesday,3,2:40 AM,No,2,0,2,Paved,Yes,23,am,No,Lack of focus,with fatal victims,night,clear,2021,
240,Pedestrian run over,2,1,0,1,Paved,Tuesday,3,8:00 AM,No,1,0,1,Paved,Yes,23,am,No,Lack of focus,with fatal victims,morning,clear,2021,
241,Overturns,5,0,5,0,Paved,Tuesday,3,1:40 PM,No,0,1,1,Paved,Yes,23,pm,No,Overspeed,with injured victims,midday,clear,2021,
242,Get out of the way,1,0,1,0,Paved,Wednesday,3,1:40 PM,No,0,1,1,Paved,Yes,24,pm,No,Overspeed,with injured victims,midday,clear,2021,
243,Collision with a car,2,0,1,1,Paved,Wednesday,3,8:00 PM,No,0,2,2,Paved,Yes,24,pm,No,Lack of focus,with injured victims,night,clear,2021,
244,Overturns,1,1,0,0,Paved,Wednesday,3,10:00 PM,No,1,0,1,Paved,Yes,24,pm,No,Overspeed,with fatal victims,night,clear,2021,
245,Pedestrian run over,2,1,0,1,Paved,Wednesday,3,7:00 PM,No,0,1,1,Paved,Yes,24,pm,No,Overspeed,with fatal victims,night,clear,2021,
246,Collision with a car,5,0,5,0,Paved,Friday,3,12:30 PM,No,0,2,2,Paved,Yes,26,pm,yes,Overspeed,with injured victims,midday,clear,2021,
247,Collision with a car,2,1,0,1,Paved,Friday,3,5:00 PM,No,0,2,2,Paved,Yes,26,pm,yes,Overspeed,with fatal victims,dusk,clear,2021,
248,Collision with a car,2,0,2,0,Paved,Friday,3,7:10 PM,No,0,2,2,Paved,Yes,26,pm,yes,Lack of focus,with injured victims,night,clear,2021,
249,Overturns,5,1,4,0,Paved,Friday,3,3:00 AM,No,0,1,1,Paved,Yes,26,am,yes,Overspeed,with fatal victims,night,clear,2021,
250,Run over animal,1,0,1,0,Paved,Saturday,3,3:00 PM,No,1,0,1,Paved,Yes,27,pm,yes,Overspeed,with injured victims,midday,clear,2021,
251,Collision with a car,3,0,3,0,Paved,Saturday,3,5:30 PM,No,1,1,2,Paved,Yes,27,pm,yes,Irregular overtaking,with injured victims,dusk,clear,2021,
252,Collision with a car,4,0,4,0,Paved,Sunday,3,9:00 PM,No,0,2,2,Paved,Yes,28,pm,No,Other,with injured victims,night,clear,2021,
253,Collision with a car,2,1,0,1,Paved,Sunday,3,12:20 PM,No,1,1,2,Paved,Yes,28,pm,No,Other,with fatal victims,night,clear,2021,
254,Pedestrian run over,2,1,1,0,Paved,Sunday,3,6:00 PM,No,0,1,1,Paved,Yes,28,pm,No,Other,with fatal victims,dusk,clear,2021,
255,Collision with a car,3,0,3,0,Paved,Sunday,3,1:00 PM,No,0,2,2,Paved,Yes,28,pm,No,Other,with injured victims,midday,clear,2021,
256,Overturns,1,0,1,0,Paved,Sunday,3,6:00 PM,No,0,1,1,Paved,Yes,28,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
257,Pedestrian run over,2,0,1,1,Paved,Sunday,3,8:00 PM,No,0,1,1,Paved,Yes,28,pm,No,Lack of focus,with injured victims,night,clear,2021,
258,Overturns,3,1,2,0,Paved,Sunday,3,7:52 PM,No,1,0,1,Paved,Yes,28,pm,No,Overspeed,with fatal victims,night,clear,2021,
259,Overturns,2,1,1,0,Paved,Sunday,3,6:30 PM,No,0,1,1,Paved,Yes,28,pm,No,Lack of focus,with fatal victims,dusk,clear,2021,
260,Collision with a car,2,0,1,1,Paved,Monday,3,6:00 PM,No,1,1,2,Paved,Yes,29,pm,No,Lack of focus,with fatal victims,dusk,clear,2021,
261,Collision with a fixed object,1,0,1,0,Paved,Tuesday,3,9:30 AM,No,0,1,1,Paved,Yes,30,am,No,Overspeed,with injured victims,morning,clear,2021,
262,Overturns,6,6,0,0,Paved,Tuesday,3,9:00 PM,No,0,1,1,Paved,Yes,30,pm,No,Overspeed,with injured victims,night,clear,2021,
263,Collision with a car,2,0,1,1,Paved,Tuesday,3,8:00 PM,No,1,1,2,Paved,Yes,30,pm,No,Lack of focus,with injured victims,night,clear,2021,
264,Collision with a fixed object,1,0,1,0,Paved,Wednesday,3,7:52 AM,No,0,1,1,Paved,Yes,31,am,No,Lack of focus,with injured victims,morning,clear,2021,
265,Pedestrian run over,2,0,1,1,Paved,Wednesday,3,10:00 PM,No,0,1,1,Paved,Yes,31,pm,No,Lack of focus,with injured victims,night,clear,2021,
266,Overturns,1,0,1,0,Paved,Wednesday,3,4:40 AM,No,0,1,1,Paved,Yes,31,am,No,Overspeed,with injured victims,dawn,clear,2021,
267,Collision with a car,2,1,1,2,Paved,Thursday,4,11:30 AM,No,0,2,2,Paved,Yes,1,am,No,Overspeed,with fatal victims,midday,clear,2021,
268,Pedestrian run over,2,0,1,1,Paved,Thursday,4,12:30 PM,No,0,1,1,Paved,Yes,1,pm,No,Lack of focus,with injured victims,midday,clear,2021,
269,Overturns,2,1,1,0,Paved,Thursday,4,11:00 AM,No,0,1,1,Paved,Yes,1,am,No,Lack of focus,with fatal victims,morning,clear,2021,
270,Collision with a car,5,0,4,1,Paved,Thursday,4,8:00 PM,No,1,1,2,Paved,Yes,1,pm,No,Irregular overtaking,with injured victims,night,clear,2021,
271,Collision with a car,2,1,0,1,Paved,Thursday,4,5:00 AM,No,0,2,2,Paved,Yes,1,am,No,Lack of focus,with fatal victims,dawn,clear,2021,
272,Collision with a car,2,0,1,1,Paved,Friday,4,7:30 AM,No,0,2,2,Paved,Yes,2,am,yes,Lack of focus,with injured victims,morning,clear,2021,
273,Collision with a fixed object,4,3,1,0,Paved,Friday,4,3:40 AM,No,1,0,1,Paved,Yes,2,am,yes,Overspeed,with fatal victims,dawn,clear,2021,
274,Collision with a car,3,1,0,2,Paved,Friday,4,1:30 AM,No,0,2,2,Paved,Yes,2,am,yes,Lack of focus,with fatal victims,night,clear,2021,
275,Collision with a fixed object,2,0,2,0,Paved,Saturday,4,9:30 AM,No,0,1,1,Paved,Yes,3,am,yes,Overspeed,with injured victims,morning,clear,2021,
276,Collision with a fixed object,2,0,2,0,Paved,Saturday,4,11:30 PM,No,0,1,1,Paved,Yes,3,pm,yes,Overspeed,with injured victims,night,clear,2021,
277,Collision with a car,2,0,1,0,Paved,Saturday,4,1:45 PM,No,2,0,2,Paved,Yes,3,pm,yes,Overspeed,with injured victims,midday,clear,2021,
278,Collision with a fixed object,3,1,2,0,Paved,Sunday,4,9:30 PM,No,0,1,1,Paved,Yes,4,pm,No,Lack of focus,with fatal victims,night,clear,2021,
279,Pedestrian run over,2,1,0,1,Paved,Sunday,4,1:20 PM,No,1,0,1,Paved,Yes,4,pm,No,Lack of focus,with fatal victims,midday,clear,2021,
280,Collision with a car,3,0,1,2,Paved,Sunday,4,8:50 PM,No,1,2,3,Paved,Yes,4,pm,No,Irregular overtaking,with injured victims,night,clear,2021,
281,Collision with a car,2,0,1,1,Paved,Sunday,4,6:09 PM,No,1,1,2,Paved,Yes,4,pm,No,Irregular overtaking,with injured victims,dusk,clear,2021,
282,Pedestrian run over,2,0,1,1,Paved,Monday,4,12:00 PM,No,0,1,1,Paved,Yes,5,pm,No,Overspeed,with injured victims,midday,clear,2021,
283,Pedestrian run over,2,0,1,1,Paved,Monday,4,12:00 PM,No,0,1,1,Paved,Yes,5,pm,No,Other,with injured victims,midday,clear,2021,
284,Collision with a fixed object,1,0,1,0,Paved,Monday,4,2:25 AM,No,0,1,1,Paved,Yes,5,am,No,Other,with injured victims,night,clear,2021,
285,Collision with a fixed object,3,0,3,0,Paved,Monday,4,1:05 PM,No,0,1,1,Paved,Yes,5,pm,No,Other,with injured victims,midday,clear,2021,
286,Collision with a car,9,0,9,0,Paved,Monday,4,7:12 AM,No,1,2,3,Paved,Yes,5,am,No,Irregular overtaking,with injured victims,morning,clear,2021,
287,Collision with a car,4,0,4,0,Paved,Tuesday,4,10:20 PM,No,0,2,2,Paved,Yes,6,pm,No,Overspeed,with injured victims,night,clear,2021,
288,Collision with a car,2,0,2,0,Paved,Tuesday,4,10:30 AM,No,1,1,1,Paved,Yes,6,am,No,Overspeed,with injured victims,morning,clear,2021,
289,Collision with a car,3,1,0,2,Paved,Tuesday,4,1:00 AM,No,0,2,2,Paved,Yes,6,am,No,Irregular overtaking,with fatal victims,night,clear,2021,
290,Collision with a fixed object,3,0,1,2,Paved,Wednesday,4,10:35 PM,No,0,2,2,Paved,Yes,7,pm,No,Irregular overtaking,with injured victims,night,clear,2021,
291,Collision with a car,2,1,0,0,Paved,Wednesday,4,7:54 PM,No,1,1,2,Paved,Yes,7,pm,No,Irregular overtaking,with injured victims,night,clear,2021,
292,Pedestrian run over,2,0,1,1,Paved,Wednesday,4,2:05 PM,No,0,1,1,Paved,Yes,7,pm,No,Lack of focus,with injured victims,midday,clear,2021,
293,Collision with a fixed object,2,0,2,0,Paved,Wednesday,4,3:00 AM,No,0,1,1,Paved,Yes,7,am,No,Lack of focus,with injured victims,night,clear,2021,
294,Collision with a car,7,1,6,0,Paved,Wednesday,4,11:40 PM,No,1,1,2,Paved,Yes,7,pm,No,Overspeed,with fatal victims,night,clear,2021,
295,Overturns,3,0,3,0,Paved,Thursday,4,8:30 PM,No,1,0,1,Paved,Yes,8,pm,No,Overspeed,with injured victims,night,clear,2021,
296,Overturns,1,0,1,0,Paved,Thursday,4,5:30 PM,No,0,1,1,Paved,Yes,8,pm,No,Overspeed,with injured victims,dusk,clear,2021,
297,Pedestrian run over,2,0,1,1,paved,Friday,4,12:00PM,No,0,1,1,Paved,Yes,10,pm,yes,Lack of focus,with injured victims,midday,clear,2021,
298,Collision with a car,4,1,2,2,paved,Friday,4,6:15PM,No,1,2,3,Paved,Yes,10,pm,yes,Irregular overtaking,with fatal victims,dusk,clear,2021,
299,overturns,3,0,3,0,paved,Saturday,4,9:00PM,No,1,0,1,Paved,Yes,11,pm,No,Overspeed,with injured victims,night,clear,2021,
300,Collision with a car,4,1,0,4,paved,Saturday,4,9:00PM,No,0,3,3,Paved,Yes,11,pm,No,Irregular overtaking,with fatal victims,night,clear,2021,
301,overturns,1,0,1,0,paved,Saturday,4,6:00AM,No,0,1,1,Paved,Yes,11,am,No,Overspeed,with injured victims,morning,clear,2021,
302,pedestrian run over,2,1,0,2,paved,Saturday,4,12:20PM,No,0,1,1,Paved,Yes,11,pm,No,Lack of focus,with fatal victims,midday,clear,2021,
303,pedestrian run over,2,1,0,2,paved,Sunday,4,10:50AM,No,0,1,1,Paved,Yes,12,am,No,Lack of focus,with fatal victims,morning,clear,2021,
304,overturns,2,0,1,1,paved,Monday,4,7:00PM,No,0,1,1,Paved,Yes,13,pm,No,Lack of focus,with injured victims,night,clear,2021,
305,pedestrian run over,2,0,1,1,paved,Monday,4,5:50PM,No,0,1,1,Paved,Yes,13,pm,No,irregular rotation,with injured victims,dusk,clear,2021,
306,overturns,1,0,1,0,paved,Monday,4,2:05AM,No,0,1,1,Paved,Yes,13,am,No,Overspeed,with injured victims,night,clear,2021,
307,Pedestrian run over,2,0,1,1,Paved,Monday,4,5:50PM,No,1,0,1,Paved,Yes,13,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
308,Collision with a car,2,1,0,1,Paved,Tuesday,4,12:00PM,No,2,0,2,Paved,Yes,13,pm,No,,with fatal victims,midday,clear,2021,
309,Overturns,1,1,0,0,Paved,Wednesday,4,10:30AM,No,0,1,1,Paved,Yes,14,am,No,Overspeed,with fatal victims,morning,clear,2021,
310,Overturns,1,0,1,0,Paved,Wednesday,4,3:30PM,No,0,1,1,Paved,Yes,14,pm,No,Lack of focus,with injured victims,midday,clear,2021,
311,Collision with a fixed object,3,0,3,0,Paved,Wednesday,4,5:15PM,No,0,1,1,Paved,Yes,14,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
312,Overturns,1,1,0,0,Paved,Wednesday,4,12:00PM,No,0,1,1,Paved,Yes,14,pm,No,Overspeed,with fatal victims,midday,clear,2021,
313,Collision with a car,3,0,2,1,Paved,Wednesday,4,12:00PM,No,0,2,2,Paved,Yes,14,pm,No,irregular rotation,with injured victims,midday,clear,2021,
314,Collision with a car,2,2,0,0,Paved,Thursday,4,5:00PM,No,1,1,2,Paved,Yes,15,pm,No,Overspeed,with fatal victims,dusk,clear,2021,
315,Collision with a fixed object,1,0,1,0,Paved,Thursday,4,5:00PM,No,0,1,1,Paved,Yes,15,pm,No,Overspeed,with injured victims,dusk,clear,2021,
316,Collision with a car,4,0,4,0,Paved,Thursday,4,2:00PM,No,0,2,2,Paved,Yes,15,pm,No,Lack of focus,with injured victims,midday,clear,2021,
317,Pedestrian run over,2,0,1,1,Paved,Friday,4,8:48PM,No,0,1,1,Paved,Yes,16,pm,yes,Lack of focus,with injured victims,night,clear,2021,
318,Pedestrian run over,3,1,1,2,Paved,Friday,4,4:00AM,No,0,1,1,Paved,Yes,16,am,yes,Lack of focus,with fatal victims,dawn,clear,2021,
319,Collision with a fixed object,1,0,1,0,Paved,Friday,4,1:00PM,No,0,1,1,Paved,Yes,16,pm,yes,Lack of focus,with injured victims,midday,clear,2021,
320,Overturns,5,0,3,2,Paved,Friday,4,1:30PM,No,1,0,1,Paved,Yes,16,pm,yes,Overspeed,with injured victims,midday,clear,2021,
321,Pedestrian run over,2,0,1,1,Paved,Friday,4,9:48PM,No,0,1,1,Paved,Yes,16,pm,yes,Lack of focus,with injured victims,night,clear,2021,
322,Overturns,3,0,3,0,Paved,Friday,4,7:05PM,No,0,1,1,Paved,Yes,16,pm,yes,Overspeed,with injured victims,night,clear,2021,
323,Collision with a car,5,0,4,1,Paved,Friday,4,12:00PM,No,0,2,2,Paved,Yes,16,pm,yes,irregular rotation,with injured victims,midday,clear,2021,
324,Collision with a car,5,0,3,2,Paved,Friday,4,10:30PM,No,0,2,2,Paved,Yes,16,pm,yes,irregular rotation,with injured victims,night,clear,2021,
325,Collision with a fixed object,1,0,1,0,Paved,Saturday,4,4:30PM,No,0,1,1,Paved,Yes,17,pm,yes,Lack of focus,with injured victims,dusk,clear,2021,
326,Overturns,1,0,1,0,Paved,Saturday,4,6:00AM,No,0,1,1,Paved,Yes,17,am,yes,Lack of focus,with injured victims,morning,clear,2021,
327,Collision with a car,2,0,1,1,Paved,Sunday,4,3:08PM,No,0,2,2,Paved,Yes,18,pm,No,irregular rotation,with injured victims,dusk,clear,2021,
328,Collision with a car,2,1,0,1,Paved,Sunday,4,3:30PM,No,1,1,2,Paved,Yes,19,pm,No,Irregular overtaking,with fatal victims,midday,clear,2021,
329,Overturns,3,0,3,0,Paved,Monday,4,1:30PM,No,0,1,1,Paved,Yes,19,pm,No,Overspeed,with injured victims,midday,clear,2021,
330,Overturns,1,1,0,0,Paved,Tuesday,4,6:30PM,No,0,1,1,Paved,Yes,20,pm,No,Overspeed,with fatal victims,dusk,clear,2021,
331,Overturns,1,0,1,0,Paved,Tuesday,4,6:30PM,No,0,1,1,Paved,Yes,20,pm,No,Lack of focus,with injured victims,dusk,clear,2021,
332,Collision with a fixed object,3,0,3,0,Paved,Tuesday,4,11:00PM,No,0,1,1,Paved,Yes,20,pm,No,Overspeed,with injured victims,night,clear,2021,
